Year,Month,Day,Precipitation,Relative Humidity,Pressure,Temp_avg,Temp_min,Temp_max
2014,August,5,0,23.5,98.19,35.51,29.27,42.6
2014,August,6,0,30.4,98.24,32.1,25.22,37.73
2014,August,7,0.01,29.88,98.37,31.14,26.47,36.17
2014,August,8,0,25.18,98.4,30.89,25.03,36.98
2014,August,9,0,24.1,98.4,31.53,24.12,38.94
2014,August,10,0,21.04,98.38,32.97,25.32,40.95
2014,August,11,0,20.49,98.3,33.73,26.14,41.91
2014,August,12,0,18.13,98.05,34.38,27,42.17
2014,August,13,0,17.3,97.9,34.99,26.56,42.93
2014,August,14,0,20.32,98.04,35.34,27.6,42.94
2014,August,15,0.01,30.14,98.33,33.7,27.73,40.03
2014,August,16,0.04,30.64,98.28,33.3,27.73,39.57
2014,August,17,0.03,31.29,98.41,31.58,26.25,37.28
2014,August,18,0,32.41,98.35,31.11,23.91,38.1
2014,August,19,0,21.59,98.15,34.3,26.62,43.43
2014,August,20,0.01,25.01,98.16,34.79,29,40.8
2014,August,21,0,21.88,98.19,34.44,28.35,41.45
2014,August,22,0,21.91,98.28,33.19,25.59,40.81
2014,August,23,0.14,22.62,98.32,33.25,25.98,40.1
2014,August,24,0.09,25.29,98.49,32.5,27.93,37.04
2014,August,25,0,35.33,98.58,31.11,24.97,36.72
2014,August,26,0,28.22,98.39,31.87,25.71,38.26
2014,August,27,0,21.28,98.19,33.59,27.19,40.81
2014,August,28,0,22.96,98.28,32.98,25.84,40.06
2014,August,29,0,24.06,98.45,31.91,25.77,38.28
2014,August,30,0.01,26.33,98.39,32.22,26.09,38.74
2014,August,31,0.38,29.31,98.28,32.7,26.31,38.2
2014,September,1,0,27.05,98.09,32.52,26.29,39.47
2014,September,2,0,28.59,98.08,30.29,22.62,38.13
2014,September,3,0,25.86,98.07,31.17,24.39,38.73
2014,September,4,0,20.61,98.01,32.46,24.57,40.83
2014,September,5,0,24.18,98.12,31.41,25.92,38.03
2014,September,6,0.02,26.54,98.09,30.93,24.35,37.95
2014,September,7,2.67,37.19,98.32,29.96,24.02,36.13
2014,September,8,0.13,35.71,98.48,30.8,26.17,35.88
2014,September,9,1.25,32.75,98.41,31.44,26.11,37.16
2014,September,10,0.05,33.42,98.15,30.72,24.39,37.41
2014,September,11,0,28.91,98.16,30.77,24.62,37.77
2014,September,12,0.04,31.55,98.33,29.27,23.41,35.92
2014,September,13,0,27.34,98.47,29.52,22.48,37.07
2014,September,14,0,34.32,98.47,28.86,22.8,35.76
2014,September,15,0.03,24.02,98.28,31.55,24.1,38.94
2014,September,16,0.85,28.47,98.22,31.52,26.63,38.95
2014,September,17,0.06,26.07,98.01,31.66,26.59,38.76
2014,September,18,0,20.51,98.04,30.82,25.18,37.84
2014,September,19,0,18.07,98.3,32.14,25.71,39.08
2014,September,20,0.01,26.51,98.72,33.48,27.02,40.23
2014,September,21,0.01,25.48,98.56,34.06,27.64,41.14
2014,September,22,0.02,25.11,98.18,32.99,28.15,39.37
2014,September,23,0,31,98.33,28.57,23.19,33.42
2014,September,24,11.23,46.81,98.56,26.59,22.75,31.7
2014,September,25,4.11,63.75,98.57,24.91,22.34,28.99
2014,September,26,5.62,62.5,98.87,22.56,20.38,25.48
2014,September,27,0.23,54.44,99.05,24.57,20.07,29.28
2014,September,28,0.01,50.36,99.17,23.94,19.23,28.14
2014,September,29,0.1,54.1,99.28,23.85,18.97,28.98
2014,September,30,0.23,52.73,99.32,24.64,20.18,29.5
2014,October,1,0,47.69,99.28,25.08,20.11,31.08
2014,October,2,0.01,44.43,99.04,26.17,20.6,32.95
2014,October,3,0.61,59.32,98.65,23.51,19.59,26.59
2014,October,4,1.32,49.82,98.26,23.33,18.35,29.6
2014,October,5,0.16,47.02,98.37,22.35,16.02,28.3
2014,October,6,0.02,45.21,98.55,22.39,16.83,28.56
2014,October,7,0,35.75,98.7,23.19,18.04,30.69
2014,October,8,0,32.69,98.77,24.14,17.63,32.78
2014,October,9,0,29.19,98.59,24.71,18.27,33.02
2014,October,10,0.03,26.7,98.54,26.08,19.44,33.45
2014,October,11,0,26.62,98.46,28.02,22.45,35.57
2014,October,12,0,23.99,98.43,26.39,21.26,33.8
2014,October,13,0,24.64,98.25,25.14,20.5,31.92
2014,October,14,0.61,28.91,97.83,24.12,18.19,30.65
2014,October,15,0.21,47.19,98.14,19.84,14.49,25.42
2014,October,16,0,49,98.77,21.48,15.08,27.55
2014,October,17,0,47.09,99.1,23.72,18.05,30.03
2014,October,18,0,30.94,99.2,25.04,19.27,31.77
2014,October,19,0,24.81,99.2,25.12,19.74,32.04
2014,October,20,0,25.21,99.07,24.27,18.36,31.88
2014,October,21,0,24.77,98.74,24.64,18.08,33.44
2014,October,22,0.02,37.65,98.7,22.43,15.95,31.14
2014,October,23,0,46.07,98.74,19.26,14.34,25.8
2014,October,24,0,45.71,98.57,19.9,13.31,28.15
2014,October,25,0,34.38,98.79,20.31,13.81,28.01
2014,October,26,0,37.14,98.98,20.96,14.77,28.35
2014,October,27,0.01,31.54,98.76,21.42,16.12,28.64
2014,October,28,0,30.69,98.49,20.04,13.99,27.56
2014,October,29,0,30.86,98.5,20.83,15.08,27.97
2014,October,30,0,39.07,98.89,19.53,14.52,26.11
2014,October,31,0,50.35,99.09,17.57,12.69,23.48
2014,November,1,0.01,46.83,99.14,17.69,12.14,23.93
2014,November,2,0.19,47.93,99.12,16.7,11.37,22.93
2014,November,3,0,46.78,98.89,16.21,11.27,22.33
2014,November,4,0.01,39.84,98,17,10.55,24.53
2014,November,5,9.99,63.89,97.69,13.09,9.33,15.49
2014,November,6,0.17,59.08,97.96,12.21,7.32,17.79
2014,November,7,0.13,63.76,98.31,13.34,7.3,19.67
2014,November,8,0.03,60.88,98.5,16.72,10.62,23.81
2014,November,9,0,51.22,98.22,17.17,11.91,23.47
2014,November,10,0.19,51.08,97.92,15.88,12.17,20.52
2014,November,11,0.07,54.34,97.69,16.66,11.89,23.65
2014,November,12,0,58.96,98.23,15.27,10,21.6
2014,November,13,0,57.65,98.64,16.47,10.39,23.21
2014,November,14,0,50.02,98.43,16.55,12.11,22.69
2014,November,15,0,47.46,98.31,16.89,12.73,22.74
2014,November,16,0,46.04,98.48,16.23,14.31,20.58
2014,November,17,0,44.98,98.25,17.42,14.08,22.77
2014,November,18,0,45.86,98.35,17.64,13.31,24.45
2014,November,19,0,45.78,98.85,16.16,11.23,23.06
2014,November,20,0,38.1,99.13,17.06,12.77,24.39
2014,November,21,0,35.04,99.18,17.62,12.91,24.71
2014,November,22,0,32.97,99.2,18.25,14.49,25
2014,November,23,0.02,38.1,99.23,16.5,12.45,21.98
2014,November,24,0.19,46.68,99.01,16.66,12.15,23.25
2014,November,25,0.29,51.93,98.74,16.3,13.28,21.52
2014,November,26,0.07,55.7,98.38,16.53,12.14,22.71
2014,November,27,0,56.34,97.86,14.92,11.62,19.98
2014,November,28,1.47,51.18,97.47,14.84,9.95,20.73
2014,November,29,0.66,54.71,97.44,16.7,12.88,21.72
2014,November,30,1.03,49.03,97.4,16.19,10.13,20.68
2014,December,1,0.01,55.08,97.51,13.18,7.26,19.89
2014,December,2,1.39,69.45,97.42,13.1,10.51,16.55
2014,December,3,0.06,65.15,97.95,13.62,8.81,20.26
2014,December,4,0.94,61.52,98.39,12.79,8.04,18.15
2014,December,5,0.05,65.46,98.84,11.56,6.99,17.87
2014,December,6,0,59.51,98.99,10.42,5.55,17.16
2014,December,7,0.08,64.89,98.87,8.48,3.98,13.04
2014,December,8,0.14,61.1,99.07,10.01,5.8,17.04
2014,December,9,0.41,62.3,98.41,8.18,4.21,15.03
2014,December,10,0.5,63.75,98.78,9.7,4.33,17.16
2014,December,11,0.04,64,99.32,10.23,4.6,18.53
2014,December,12,0.01,66.3,99.44,10.61,6.29,17.78
2014,December,13,0,62.77,99.27,8.12,3.68,14.45
2014,December,14,0.02,68.26,99.03,7.01,3.37,10.89
2014,December,15,0,58.01,98.6,9.42,4.88,15.47
2014,December,16,0.19,69.3,98.47,8.76,5.3,13.49
2014,December,17,0.15,68.38,98.83,9.91,5.29,17.23
2014,December,18,0.45,72.91,99.21,10.76,6.29,16.27
2014,December,19,0.29,70.55,99.57,12.57,7.85,19.23
2014,December,20,0,68.38,99.8,12.63,7.94,19.74
2014,December,21,0.01,64.79,99.82,11.51,6.32,18.48
2014,December,22,0,65.25,100.11,10.42,6.17,16.33
2014,December,23,0,62.92,100.09,10.2,6.33,16.05
2014,December,24,0,56.35,99.84,9.53,5.28,15.98
2014,December,25,0.01,52.03,99.58,9.51,4.82,16.57
2014,December,26,0.05,66.72,99.48,9.28,3.19,17.35
2014,December,27,0.02,67.64,99.18,8.96,4.7,15.46
2014,December,28,0.11,69.5,98.27,9.2,2.79,17.49
2014,December,29,0.56,65.55,98.61,8.02,4.21,12.86
2014,December,30,0.19,60.19,99.33,6.56,2.93,11.2
2014,December,31,0.07,63.16,99.31,6.54,0.84,12.44
2015,January,1,0.09,56.37,99.74,6.29,1.97,12.78
2015,January,2,0.05,69.43,100.26,6.81,0.51,15.1
2015,January,3,0,72.3,100.54,8.45,3.34,15.88
2015,January,4,0,51.48,99.96,10.71,4.88,19.83
2015,January,5,0.01,62.84,99.72,9.94,4.19,17.36
2015,January,6,0,65,99.76,8.54,3.83,14.96
2015,January,7,0,66.24,99.95,8.07,3.61,14.44
2015,January,8,0,58.91,100.43,8.83,3.66,14.94
2015,January,9,0,61.19,100.83,9.3,4.16,16.04
2015,January,10,0,39,100.28,11.02,5.5,20.05
2015,January,11,0,30.18,99.59,12.62,6.86,21.93
2015,January,12,0.01,55,100.02,11.26,6.99,17.92
2015,January,13,0,56.48,100.05,8.69,3.59,14.99
2015,January,14,0.01,46.11,99.55,13.02,6.76,20.53
2015,January,15,1.32,52.2,99.33,13.35,9.39,19.41
2015,January,16,0.2,63.51,98.91,11.03,7.23,16.76
2015,January,17,0.39,61.69,98.72,9.87,5.62,15.95
2015,January,18,0.47,57.48,98.52,9.38,6.07,14.99
2015,January,19,0.03,49.02,97.99,8.05,4.65,12.89
2015,January,20,0.11,59.13,97.87,7.92,2.18,13.52
2015,January,21,0.42,55.71,98.11,8.6,2.33,15.14
2015,January,22,0.66,62.53,97.81,7.06,3.09,11.54
2015,January,23,0.1,62.62,98.29,7.55,4.11,13.04
2015,January,24,0.11,63.68,98.74,6.96,2.06,13.65
2015,January,25,0.45,64.89,98.51,7.09,2.15,13.21
2015,January,26,0.27,58.42,98.78,8.45,5.12,13.58
2015,January,27,0.02,66,99.09,7.52,2.32,13.78
2015,January,28,0.02,63.32,98.77,8.91,4.04,16.59
2015,January,29,0.01,64.74,98.44,8.61,2.94,15.12
2015,January,30,0.05,68.09,97.35,12.19,4.16,20.25
2015,January,31,0.19,62.16,96.85,15.43,10.04,22.15
2015,February,1,0.09,51.2,97.75,9.32,4.17,13.86
2015,February,2,0.01,53.31,98.34,6.99,0.73,13.71
2015,February,3,0.06,58.94,97.83,8.89,2.73,16.9
2015,February,4,1.25,54.25,97.29,10.61,4.24,18.13
2015,February,5,0.02,51.58,97.6,5.42,1.19,10.12
2015,February,6,0,49.5,98.23,5.31,-1.19,11.93
2015,February,7,0.03,50.26,98.68,7.13,2.11,13.1
2015,February,8,0,45.87,98.7,7.83,2,15.48
2015,February,9,0.02,53.93,98.83,7.91,0.55,16.21
2015,February,10,0,41.74,99.48,6.58,1.75,13.16
2015,February,11,0,41.53,99.24,9.11,3.92,15.19
2015,February,12,0,41.63,98.81,12.05,6.09,18.42
2015,February,13,0.2,54.81,98.84,12.52,7.02,19.06
2015,February,14,0.05,56.18,98.77,11.23,5.9,17.98
2015,February,15,0.8,66.74,98.33,11.64,5.87,17.43
2015,February,16,0.19,60.24,98.21,11.5,5.71,18.35
2015,February,17,0.46,60.39,98.41,10.03,4.65,17.26
2015,February,18,0.19,59.85,98.88,10.69,6.04,17.03
2015,February,19,0.01,52.6,99.28,10.4,5.43,17.05
2015,February,20,6.25,77.58,98.79,9.83,8.22,11.91
2015,February,21,5,81.29,97.66,9.99,7.35,13.51
2015,February,22,1.41,61.98,97.27,8.07,4.01,11.36
2015,February,23,0.02,55.02,98.28,9.86,2.86,18.11
2015,February,24,0.04,57.3,98.46,10.61,5.44,17.39
2015,February,25,0.15,50.49,98.39,9.45,5.93,14.06
2015,February,26,0.37,54.6,98.25,9.79,5.27,16.37
2015,February,27,1.36,68.39,98.42,10.28,3.92,17.51
2015,February,28,1.22,54.67,98.72,10.4,6.32,17.12
2015,March,1,0,48.49,99.22,11.5,4.33,18.79
2015,March,2,0,50.9,99.56,12.73,6.03,20.25
2015,March,3,0,47.84,99.62,15.42,9.12,23.64
2015,March,4,0.01,44.73,99.24,16.23,9.39,23.99
2015,March,5,0.05,44.4,99.04,10.98,6.06,15.62
2015,March,6,0.1,46.58,99.4,9.49,5.01,16.19
2015,March,7,0.02,47.48,99.36,10.46,3.67,19.13
2015,March,8,0.17,51.3,98.83,9.67,4.29,15.8
2015,March,9,0.07,48.05,99.07,10.55,3.2,17.73
2015,March,10,0.24,55.13,99.38,10.95,5.9,17.7
2015,March,11,0,38.72,99.4,13.19,5.52,21.59
2015,March,12,0,30.52,98.85,16.01,9.06,24.76
2015,March,13,0,39.78,98.71,15.21,8.23,23.32
2015,March,14,0,44.01,98.66,14.35,7.73,21.42
2015,March,15,0.42,42.81,98.24,14.91,9.38,20.94
2015,March,16,0,36.6,98.36,15.72,8.8,22.96
2015,March,17,0.01,31.82,98.68,15.15,7.72,22.19
2015,March,18,0,41,98.61,15.25,7.86,23.21
2015,March,19,0,39.26,98.32,16.74,8.62,24.94
2015,March,20,0,39.73,97.88,17.64,12.48,23.88
2015,March,21,0.03,47.35,97.82,16.01,9.22,23.36
2015,March,22,0.01,42.99,97.85,15.76,8.67,22.95
2015,March,23,0.2,34.91,97.82,16.79,9.14,24.96
2015,March,24,3.1,65.59,96.92,15.29,10.29,20.1
2015,March,25,2.47,60.58,97.08,11.22,6.48,16.18
2015,March,26,1.13,56.71,97.81,11.92,7.6,16.34
2015,March,27,0,50.56,98.66,13.26,5.43,21.82
2015,March,28,0,50.25,98.86,14.99,6.84,23.39
2015,March,29,0,44.41,98.94,17.56,9.38,26.58
2015,March,30,0,34.67,99.01,19.02,10.06,27.84
2015,March,31,0,34.82,99.13,20.86,12.92,28.91
2015,April,1,0,33.96,98.93,21.54,13.83,30.47
2015,April,2,0,32.45,98.98,17.87,9.8,25.48
2015,April,3,0,32.36,98.74,18.47,12.16,26.06
2015,April,4,0,36.29,98.07,18.94,12.64,26.16
2015,April,5,0,33.68,97.71,21.07,15.66,28.82
2015,April,6,0,35.43,98.2,19.38,13.23,26.97
2015,April,7,0,38.71,98.8,17.45,11,24.42
2015,April,8,0,31.78,99.61,13.06,7.64,19.24
2015,April,9,0,31.08,99.64,13.13,6.17,20.54
2015,April,10,0,29.77,99.71,13.78,6.55,21.24
2015,April,11,0,25.43,99.44,15.67,8.86,23.1
2015,April,12,0,20.75,99.36,17.95,9.8,25.64
2015,April,13,0,20.62,99.45,20.33,13.32,28.62
2015,April,14,0,26.44,99.48,19.22,11.39,27.28
2015,April,15,0,25.08,99.13,21.37,14.26,29.42
2015,April,16,0,23.35,98.85,20.55,14.79,27.99
2015,April,17,0,22.74,98.52,23.7,14.35,33.27
2015,April,18,0,26.16,98.25,24.31,18.8,29.87
2015,April,19,0,34.89,98.25,25.8,19.29,32.41
2015,April,20,0.05,38.43,98.45,25.27,19.36,31.82
2015,April,21,0,39.56,98.91,23.09,18.03,29.19
2015,April,22,0,39.47,99.15,20.87,16.37,26.69
2015,April,23,0,28.49,98.71,23.9,16.76,31.5
2015,April,24,0,23.5,98.2,27.34,18.32,35.59
2015,April,25,0,31.25,98.29,25.7,18.95,33.39
2015,April,26,0,33.1,98.04,23.85,17.93,30.84
2015,April,27,0.04,33.22,98.01,22.89,17.41,28.26
2015,April,28,0,31.51,98.57,21.07,13.4,28.34
2015,April,29,0.06,38.87,98.74,22.38,15.98,29.26
2015,April,30,0,33.95,98.8,23.88,17.83,30.46
2015,May,1,0,29.89,98.83,23.75,15.6,31.24
2015,May,2,0,21.1,98.53,27.84,19.71,37.43
2015,May,3,0,15.89,98.37,29.29,20.28,39.2
2015,May,4,0,12.55,98.29,30.51,20.51,40.91
2015,May,5,0,13.1,98.24,31.15,22.89,41
2015,May,6,0,14.04,98.28,30.92,22.7,40.22
2015,May,7,0,19.87,98.37,30.52,22.09,39.23
2015,May,8,0,22.7,98.48,29.63,21.72,39.29
2015,May,9,0,22.03,98.8,26.75,18.56,35.08
2015,May,10,0,21.9,99.12,25.67,16.55,34.2
2015,May,11,0,18.63,99.14,26.33,17.98,34.36
2015,May,12,0,19.4,99,26.76,18.6,35.27
2015,May,13,0,21.25,99.2,26.22,18.28,33.78
2015,May,14,0,19.23,98.83,27.22,18.29,35.44
2015,May,15,0,18.8,98.07,28.81,19.91,39.79
2015,May,16,0.01,35.84,98.55,21.31,15.51,28.4
2015,May,17,0.09,45.19,98.68,20.66,13.82,27.85
2015,May,18,0,30.24,98.42,23.93,14.28,32.4
2015,May,19,0,20.14,98.03,26.97,17.75,34.86
2015,May,20,1.21,24.34,97.88,26,20.29,31.46
2015,May,21,0.39,44.66,98.44,20.9,14.35,25.09
2015,May,22,0,28.62,98.72,19.77,11.13,26.62
2015,May,23,0.18,33.77,98.45,21.12,14.89,26.81
2015,May,24,0.01,30.53,98.12,23.68,16.42,30.54
2015,May,25,0.08,32.84,97.76,24.6,18.02,31.46
2015,May,26,0.11,38.97,98.16,23.41,17.38,29.42
2015,May,27,0.01,32.33,98.52,23.58,15.76,30.49
2015,May,28,0,29.64,98.66,24.49,16.29,31.33
2015,May,29,0,26.19,98.28,27.92,19.94,35.27
2015,May,30,0.03,24.4,98.18,28.86,21.46,35.47
2015,May,31,0.06,33.31,98.5,27.19,20.97,33.24
2015,June,1,0.55,43.75,98.6,24.79,20.81,29.6
2015,June,2,0,32.9,98.72,25.65,19.62,31.67
2015,June,3,0,32.35,98.89,24.52,18.8,30.99
2015,June,4,0.05,22.84,98.73,26.52,19.55,33.24
2015,June,5,0,26.79,98.69,27.11,20.64,33.67
2015,June,6,0,22.79,98.77,27.34,19.37,34.16
2015,June,7,0.02,25.76,98.72,27.77,20.37,34.52
2015,June,8,0.05,30.67,98.45,29.35,22.06,35.98
2015,June,9,10.77,34.02,98.23,29.28,23.3,37.04
2015,June,10,0.02,33.09,98.21,29.76,22.72,37.54
2015,June,11,0,22.94,97.96,31.3,24.49,38.36
2015,June,12,0,23.99,97.64,30.42,23.52,38.13
2015,June,13,0,32.96,97.76,28.48,20.71,35.41
2015,June,14,0,34.11,98.08,29.04,20.74,35.38
2015,June,15,0.01,30.47,98.11,30.32,23.52,36.74
2015,June,16,0,32.53,98.35,29.32,22.67,35.95
2015,June,17,0.01,30.25,98.48,28.09,20.83,34.87
2015,June,18,0.01,36.03,98.57,27.58,21.19,33.91
2015,June,19,0.19,31.4,98.43,28.45,21.85,34.42
2015,June,20,0,28.78,98.4,29.16,22.14,35.88
2015,June,21,0,25.72,98.58,28.42,20.13,35.38
2015,June,22,0,24.63,98.6,29.47,22,36.36
2015,June,23,0.14,23.94,98.23,30.68,23.03,38.18
2015,June,24,0,24.44,97.98,32.69,24.63,40.09
2015,June,25,0,25.04,98.38,31.04,23.43,37.05
2015,June,26,0,29.21,98.72,30.18,23.53,36.1
2015,June,27,0,24.86,98.76,29.85,23.18,36.08
2015,June,28,0,18.05,98.68,31.21,22.72,38.09
2015,June,29,0,17.41,98.63,32.82,24.32,40.3
2015,June,30,0,23.42,98.62,31.23,24.41,38.06
2015,July,1,0,22.68,98.63,31.24,23.95,38.47
2015,July,2,0,23.36,98.76,30.97,23.2,37.97
2015,July,3,0,24.23,98.94,30.38,23.49,36.91
2015,July,4,0,24.66,98.92,29.54,22,36.63
2015,July,5,0,26.3,98.76,29.97,22.85,36.69
2015,July,6,0,22.42,98.76,29.98,22.87,36.87
2015,July,7,0,20.28,98.6,29.81,22.66,36.53
2015,July,8,0,19.12,98.29,31.63,22.44,39.75
2015,July,9,0,19.32,98.21,34.05,25.27,41.78
2015,July,10,0,19.53,98.31,32.86,25.21,40.63
2015,July,11,0,19.65,98.5,32.04,24.09,40.16
2015,July,12,0,25.93,98.58,31.91,24.72,38.96
2015,July,13,0,23.59,98.57,32.42,24.64,39.56
2015,July,14,0,20.96,98.47,32.93,25.64,39.71
2015,July,15,0,25.56,98.41,31.88,25.78,37.96
2015,July,16,0,26.09,98.44,31.52,24.18,38.69
2015,July,17,0.01,25.78,98.55,31.93,24.64,38.91
2015,July,18,0,27.26,98.54,31.93,24.8,38.91
2015,July,19,0,21.91,98.41,32.71,24.6,40.03
2015,July,20,0,17.86,98.22,33.86,26.24,41
2015,July,21,0,19.07,98.18,34.12,27.17,41.14
2015,July,22,0.01,20.49,98.21,34.01,27.51,40.52
2015,July,23,0.45,24.97,98.06,34.11,28.63,40.26
2015,July,24,0,25.5,98,33.49,27.22,39.69
2015,July,25,0,23.26,98.12,33.73,26.09,40.47
2015,July,26,0,19.73,98.17,34.63,26.92,41.8
2015,July,27,0,16.8,98.03,35.27,26.81,42.82
2015,July,28,0,20.08,98.05,35.45,27.09,42.51
2015,July,29,0,21.16,98.06,35.34,27.3,42.81
2015,July,30,0,17.52,97.98,36.49,28.2,44.59
2015,July,31,0,14.55,97.94,36.71,30.73,44.37
2015,August,1,0,13.63,98.06,36,27.64,43.95
2015,August,2,0,14.8,98.3,36.5,27.69,45.1
2015,August,3,0,13.46,98.26,38.5,31.38,46
2015,August,4,0,20.46,98.19,35.73,28.51,44.31
2015,August,5,0.11,27.39,98.35,34.54,28.09,41.25
2015,August,6,0,17.74,98.13,36.47,29.05,44.49
2015,August,7,0,18.33,98.22,34.69,27.36,42.62
2015,August,8,0,21.39,98.34,33.97,26.84,40.96
2015,August,9,0,27.14,98.52,33.11,26.73,39.08
2015,August,10,7.73,39.45,98.33,31.79,27.63,35.96
2015,August,11,0,34.55,98.25,32,24.68,38.82
2015,August,12,0,28.47,98.41,33.5,26.77,40.88
2015,August,13,0,27.42,98.37,33.5,26.57,41.54
2015,August,14,8.5,45.95,98.4,28.52,24.3,33.16
2015,August,15,0.34,40.18,98.15,29.49,23.88,34.62
2015,August,16,0.12,32.21,98.06,29.7,24.14,35.96
2015,August,17,0.08,41.87,98.24,29.42,23.41,34.93
2015,August,18,0.07,39.24,98.06,31.93,25.67,39.38
2015,August,19,0.21,36.01,98.27,32.96,27.2,38.84
2015,August,20,0.2,39.92,98.77,31.4,26.71,36.26
2015,August,21,0.74,39.52,98.78,31.55,25.8,36.85
2015,August,22,0.63,42.17,98.46,31.44,26.71,38.93
2015,August,23,0.01,38.84,98.2,31.67,25.74,37.7
2015,August,24,0.44,30.55,98.22,33.19,26.52,40.01
2015,August,25,0.44,32.12,98.46,33.15,27.61,38.61
2015,August,26,0.04,31.01,98.44,33.55,27.87,39.42
2015,August,27,0.14,26.32,98.34,33.97,26.68,40.54
2015,August,28,0.01,30.75,98.47,32.79,27.35,39.3
2015,August,29,1.28,49.49,98.76,29.36,25.58,32.64
2015,August,30,1.35,55.05,98.84,27.18,24.69,30.63
2015,August,31,0.04,42.8,98.62,28.66,23.62,33.93
2015,September,1,0,34.4,98.41,30.63,24.06,36.8
2015,September,2,0.56,40.49,98.41,30.71,26.45,35.83
2015,September,3,2.04,40.31,98.31,31.14,26.2,36.1
2015,September,4,0,23.77,98.23,31.85,25.59,38.9
2015,September,5,0.04,24.32,98.27,33.13,25.29,40.08
2015,September,6,14.37,37.43,98.43,32.08,26.28,37.58
2015,September,7,3.52,57.1,98.56,28.52,23.73,33.63
2015,September,8,3.39,68.65,98.39,25.03,22.68,27.63
2015,September,9,0.2,49.03,98.2,24.98,20.12,30.14
2015,September,10,0,45.12,98.54,24.25,17.84,29.75
2015,September,11,0,38.15,98.72,26.37,20.77,32.58
2015,September,12,0.01,41.58,98.76,27.52,20.98,33.94
2015,September,13,0.82,42.66,98.59,28.85,23.74,34.48
2015,September,14,0,37.83,98.44,29.11,23.46,35.26
2015,September,15,0,36.71,98.3,29.55,23.6,36.36
2015,September,16,0,31.84,98.07,30.36,22.83,38.54
2015,September,17,0,30.06,98.05,30.75,24.03,38.01
2015,September,18,0,28.91,98.25,30.74,24.63,37.36
2015,September,19,0,29.58,98.53,29.95,23.65,37
2015,September,20,0.01,34.68,98.52,28.45,21.54,36.19
2015,September,21,0,32.19,98.58,23.97,18.12,30.76
2015,September,22,0,28.29,98.31,26.95,20.19,33.9
2015,September,23,0,28.88,98.11,27.82,21.98,34.53
2015,September,24,0.02,42.84,98.24,25.8,20.44,31.09
2015,September,25,0.16,49.16,98.54,22.39,19.6,26.43
2015,September,26,0.04,40.75,98.47,23,17.9,28.46
2015,September,27,0.01,36.58,98.58,22.85,16.18,28.87
2015,September,28,0.02,36.23,98.68,23.86,16.84,30.34
2015,September,29,0.11,34.08,98.63,24.02,18.05,30.83
2015,September,30,0.42,45.79,98.61,23.15,18.65,28.11
2015,October,1,0.03,44.97,98.76,22.45,16.59,29.22
2015,October,2,0.02,41.6,98.92,21.48,14.34,28.01
2015,October,3,0.01,48.79,99.1,22.79,16.32,28.59
2015,October,4,0.03,36.47,99.12,26.04,19.38,33.65
2015,October,5,0.02,35.06,98.99,27.92,21.09,35.31
2015,October,6,0.03,29.64,98.55,29.8,22.66,37.18
2015,October,7,1.17,40.05,98.37,27.85,23.77,32.53
2015,October,8,25.24,53.56,98.23,25.2,21.66,29.58
2015,October,9,1.69,65.66,97.89,21.48,16.27,25.2
2015,October,10,0.04,50.8,97.93,19.66,14.69,26.42
2015,October,11,0,48.73,98.22,19.09,12.96,25.6
2015,October,12,0,38.63,98.47,21.29,14.84,29.48
2015,October,13,0,36.72,98.38,22.16,16.88,29.02
2015,October,14,0.16,41.28,97.89,23.36,18.58,29.32
2015,October,15,0.11,47.73,98.11,22.83,18.55,29.09
2015,October,16,0.04,56.26,98.57,21.49,16.85,26.67
2015,October,17,0,53.81,98.67,21.65,16.58,26.74
2015,October,18,0,43.71,98.47,23,17.86,29.79
2015,October,19,0.63,47.08,98.14,24.45,19.06,30.98
2015,October,20,0.29,56.53,97.94,23.34,20.8,27.06
2015,October,21,0.18,58.82,98.09,20.82,15.76,25.06
2015,October,22,0.05,53.22,98.61,16.91,12.4,22.9
2015,October,23,0.02,57.16,98.82,17.4,11.24,24.35
2015,October,24,0.01,56.94,98.92,17.79,12.97,23.07
2015,October,25,0,51.34,99,19.07,13.87,24.69
2015,October,26,0.23,52.09,98.79,18.51,15.53,21.83
2015,October,27,1.08,52.45,98.64,20.05,15.88,25.92
2015,October,28,0.44,51.88,98.68,22.07,17.98,27.46
2015,October,29,0.01,46.54,98.71,20.22,15.77,26.25
2015,October,30,0.01,54.39,98.68,18.61,13.27,24.39
2015,October,31,0.01,53.82,98.72,18.18,13,23.98
2015,November,1,0.01,52.3,98.99,18.35,12.75,24.16
2015,November,2,0.24,59.9,99.23,17.72,14.58,22.46
2015,November,3,0.18,57.92,99.37,18,13.82,23.12
2015,November,4,0,65.15,99.18,18.4,15.72,22.4
2015,November,5,0,53.12,99.02,20.63,16.68,26.24
2015,November,6,0.01,58.32,99.27,19.14,15.66,24.14
2015,November,7,0,55.48,99.45,18.06,13.84,23.44
2015,November,8,0,52.98,99.85,17.81,13.35,23.3
2015,November,9,0,52.44,99.99,17.73,13.27,23.98
2015,November,10,0,43.42,99.6,17.84,12.24,24.89
2015,November,11,0,48.19,99.41,16.76,11.41,23.43
2015,November,12,0,49.77,99.39,16.56,11.45,23.04
2015,November,13,0,50.98,99.57,16.52,11.45,22.86
2015,November,14,0,52.93,99.57,17.01,11.08,24.19
